blizzard_item_id,name,icon_url,slot_type,armor_type,quality_track,has_tooltip
153803,Trailseeker Ring of Onslaught,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_128.jpg,ring_1,,,yes
153804,Trailseeker Stone of Rage,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_trinketpanda_01.jpg,trinket_1,,,yes
153805,Trailseeker Vest,https://wow.zamimg.com/images/wow/icons/medium/inv_chest_chain_17.jpg,chest,mail,,yes
153806,Trailseeker Greaves,https://wow.zamimg.com/images/wow/icons/medium/inv_boots_chain_07.jpg,feet,mail,,yes
153807,Trailseeker Gauntlets,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_50.jpg,hands,mail,,yes
153808,Trailseeker Helm,https://wow.zamimg.com/images/wow/icons/medium/inv_helm_mail_charcreatehunter_b_01.jpg,head,mail,,yes
153809,Trailseeker Legguards,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_mail_21.jpg,legs,mail,,yes
153810,Trailseeker Spaulders,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_mail_draenorlfr_c_01.jpg,shoulder,mail,,yes
153811,Trailseeker Belt,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_26.jpg,waist,mail,,yes
153812,Trailseeker Bracers,https://wow.zamimg.com/images/wow/icons/medium/inv_bracer_cloth_raidpriest_l_01.jpg,wrist,mail,,yes
153815,Mountainsage Medallion,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_necklace_66.jpg,neck,,,yes
153816,Mountainsage Idol of Destruction,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_trinketpanda_03.jpg,trinket_1,,,yes
153817,Mountainsage Band of Destruction,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_122.jpg,ring_1,,,yes
153818,Mountainsage Ring of Destruction,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_128.jpg,ring_1,,,yes
153819,Mountainsage Stone of Destruction,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_trinketpanda_01.jpg,trinket_1,,,yes
153820,Mountainsage Sandals,https://wow.zamimg.com/images/wow/icons/medium/inv_boots_cloth_19.jpg,feet,cloth,,yes
153821,Mountainsage Handwraps,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_06.jpg,hands,cloth,,yes
153822,Mountainsage Hood,https://wow.zamimg.com/images/wow/icons/medium/inv_helm_cloth_draenei_c_01.jpg,head,cloth,,yes
153823,Mountainsage Leggings,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_robe_common_c_01v3.jpg,legs,cloth,,yes
153824,Mountainsage Robe,https://wow.zamimg.com/images/wow/icons/medium/inv_chest_cloth_26.jpg,chest,cloth,,yes
153825,Mountainsage Shoulderpads,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_80.jpg,shoulder,cloth,,yes
153826,Mountainsage Cord,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_60.jpg,waist,cloth,,yes
153827,Mountainsage Wristwraps,https://wow.zamimg.com/images/wow/icons/medium/inv_bracer_22.jpg,wrist,cloth,,yes
153829,Mountainsage Cloak of Destruction,https://wow.zamimg.com/images/wow/icons/medium/inv_cape_panprog_b_01.jpg,back,,,yes
153830,Mountainsage Staff,https://wow.zamimg.com/images/wow/icons/medium/inv_staff_13.jpg,main_hand,,,yes
153837,Mistdancer Vest,https://wow.zamimg.com/images/wow/icons/medium/inv_chest_cloth_panstart_a_01.jpg,chest,leather,,yes
153838,Mistdancer Footpads,https://wow.zamimg.com/images/wow/icons/medium/inv_boot_cloth_draenorhonor_c_01.jpg,feet,leather,,yes
153839,Mistdancer Handguards,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_bandage_14.jpg,hands,leather,,yes
153840,Mistdancer Helm,https://wow.zamimg.com/images/wow/icons/medium/inv_helm_cloth_sunhat_b_01charcreate_black.jpg,head,leather,,yes
153841,Mistdancer Legguards,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_cloth_panstart_a_01.jpg,legs,leather,,yes
153842,Mistdancer Pauldrons,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_cape_20.jpg,shoulder,leather,,yes
153843,Mistdancer Cord,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_cloth_panstart_a_01.jpg,waist,leather,,yes
153844,Mistdancer Cuffs,https://wow.zamimg.com/images/wow/icons/medium/inv_bracer_cloth_panstart_a_01.jpg,wrist,leather,,yes
153846,Mistdancer Gloves,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_bandage_14.jpg,hands,leather,,yes
153848,Mistdancer Cloak of Wisdom,https://wow.zamimg.com/images/wow/icons/medium/inv_cape_panprog_b_02.jpg,back,,,yes
153851,Mistdancer Necklace,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_necklace_72.jpg,neck,,,yes
153852,Mistdancer Ring of Wisdom,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_128.jpg,ring_1,,,yes
153854,Mistdancer Stone of Wisdom,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_trinketpanda_04.jpg,trinket_1,,,yes
153860,Mistdancer Idol of Rage,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_trinketpanda_03.jpg,trinket_1,,,yes
153861,Mistdancer Choker,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_necklace_71.jpg,neck,,,yes
153862,Mistdancer Band of Onslaught,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_122.jpg,ring_1,,,yes
153863,Mistdancer Ring of Onslaught,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_128.jpg,ring_1,,,yes
153864,Mistdancer Stone of Rage,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_trinketpanda_01.jpg,trinket_1,,,yes
153865,Mistdancer Cloak of Rage,https://wow.zamimg.com/images/wow/icons/medium/inv_cape_panprog_b_01.jpg,back,,,yes
153867,Sunsoul Battleplate,https://wow.zamimg.com/images/wow/icons/medium/inv_chest_plate_23.jpg,chest,plate,,yes
153868,Sunsoul Sabatons,https://wow.zamimg.com/images/wow/icons/medium/inv_boots_plate_02.jpg,feet,plate,,yes
153869,Sunsoul Gauntlets,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_28.jpg,hands,plate,,yes
153870,Sunsoul Helm,https://wow.zamimg.com/images/wow/icons/medium/inv_helm_plate_charcreatepaladin_b_01.jpg,head,plate,,yes
153871,Sunsoul Legplates,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_plate_27.jpg,legs,plate,,yes
153872,Sunsoul Pauldrons,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_71.jpg,shoulder,plate,,yes
153873,Sunsoul Girdle,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_21.jpg,waist,plate,,yes
153874,Sunsoul Vambraces,https://wow.zamimg.com/images/wow/icons/medium/inv_bracer_20a.jpg,wrist,plate,,yes
153891,Sunsoul Sword,https://wow.zamimg.com/images/wow/icons/medium/inv_sword_146.jpg,main_hand,,,yes
153892,Sunsoul Bulwark,https://wow.zamimg.com/images/wow/icons/medium/inv_shield_61.jpg,off_hand,,,yes
153894,Sunsoul Cloak of Battle,https://wow.zamimg.com/images/wow/icons/medium/inv_cape_panprog_b_01.jpg,back,,,yes
153895,Sunsoul Pendant,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_necklace_73.jpg,neck,,,yes
153896,Sunsoul Ring of Might,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_128.jpg,ring_1,,,yes
153897,Sunsoul Band of Might,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_122.jpg,ring_1,,,yes
153898,Sunsoul Stone of Battle,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_trinketpanda_01.jpg,trinket_1,,,yes
153899,Sunsoul Idol of Battle,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_trinketpanda_03.jpg,trinket_1,,,yes
153900,Sunsoul Chestguard,https://wow.zamimg.com/images/wow/icons/medium/inv_chest_plate_23.jpg,chest,plate,,yes
153901,Sunsoul Cloak of Stoicism,https://wow.zamimg.com/images/wow/icons/medium/inv_cape_panprog_b_01.jpg,back,,,yes
153902,Sunsoul Greaves,https://wow.zamimg.com/images/wow/icons/medium/inv_boots_plate_02.jpg,feet,plate,,yes
153903,Sunsoul Handguards,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_28.jpg,hands,plate,,yes
153904,Sunsoul Faceguard,https://wow.zamimg.com/images/wow/icons/medium/inv_helm_plate_charcreatepaladin_b_01.jpg,head,plate,,yes
153905,Sunsoul Legguards,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_plate_27.jpg,legs,plate,,yes
153906,Sunsoul Amulet,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_necklace_62.jpg,neck,,,yes
153907,Sunsoul Defender Idol,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_trinketpanda_05.jpg,trinket_1,,,yes
153908,Sunsoul Ring of Stoicism,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_128.jpg,ring_1,,,yes
153909,Sunsoul Band of Stoicism,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_122.jpg,ring_1,,,yes
153910,Sunsoul Defender Stone,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_trinketpanda_07.jpg,trinket_1,,,yes
153911,Sunsoul Shoulderguards,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_71.jpg,shoulder,plate,,yes
153912,Sunsoul Waistband,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_21.jpg,waist,plate,,yes
153913,Sunsoul Armguards,https://wow.zamimg.com/images/wow/icons/medium/inv_bracer_20a.jpg,wrist,plate,,yes
153914,Communal Medallion,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_necklace_66.jpg,neck,,,yes
153915,Communal Idol of Destruction,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_trinketpanda_03.jpg,trinket_1,,,yes
153916,Communal Band of Destruction,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_122.jpg,ring_1,,,yes
153917,Communal Ring of Destruction,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_128.jpg,ring_1,,,yes
153918,Communal Stone of Destruction,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_trinketpanda_01.jpg,trinket_1,,,yes
153923,Communal Hood,https://wow.zamimg.com/images/wow/icons/medium/inv_helmet_165.jpg,head,cloth,,yes
153925,Communal Necklace,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_necklace_72.jpg,neck,,,yes
153928,Communal Ring of Wisdom,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_128.jpg,ring_1,,,yes
153929,Communal Vestments,https://wow.zamimg.com/images/wow/icons/medium/inv_chest_cloth_26.jpg,chest,cloth,,yes
153933,Communal Wristwraps,https://wow.zamimg.com/images/wow/icons/medium/inv_bracer_69v3.jpg,wrist,cloth,,yes
153935,Communal Cloak of Destruction,https://wow.zamimg.com/images/wow/icons/medium/inv_cape_panprog_b_02.jpg,back,,,yes
153936,Communal Boots,https://wow.zamimg.com/images/wow/icons/medium/inv_boots_cloth_19.jpg,feet,cloth,,yes
153937,Communal Gloves,https://wow.zamimg.com/images/wow/icons/medium/inv_glove_plate_reputation_c_01.jpg,hands,cloth,,yes
153938,Communal Cowl,https://wow.zamimg.com/images/wow/icons/medium/inv_helmet_165.jpg,head,cloth,,yes
153939,Communal Pants,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_cloth_cataclysm_b_02.jpg,legs,cloth,,yes
153940,Communal Robe,https://wow.zamimg.com/images/wow/icons/medium/inv_chest_cloth_26.jpg,chest,cloth,,yes
153941,Communal Mantle,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_05.jpg,shoulder,cloth,,yes
153942,Communal Sash,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_92.jpg,waist,cloth,,yes
153943,Communal Bindings,https://wow.zamimg.com/images/wow/icons/medium/inv_bracer_69v3.jpg,wrist,cloth,,yes
153944,Communal Stave,https://wow.zamimg.com/images/wow/icons/medium/inv_staff_2h_humanpriest_c_01.jpg,main_hand,,,yes
153945,Lightdrinker Cloak of Rage,https://wow.zamimg.com/images/wow/icons/medium/inv_cape_panprog_b_02.jpg,back,,,yes
153946,Lightdrinker Choker,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_necklace_71.jpg,neck,,,yes
153947,Lightdrinker Idol of Rage,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_trinketpanda_03.jpg,trinket_1,,,yes
153948,Lightdrinker Band of Onslaught,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_122.jpg,ring_1,,,yes
153949,Lightdrinker Ring of Onslaught,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_128.jpg,ring_1,,,yes
153950,Lightdrinker Stone of Rage,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_trinketpanda_01.jpg,trinket_1,,,yes
153951,Lightdrinker Jerkin,https://wow.zamimg.com/images/wow/icons/medium/inv_chest_leather_01.jpg,chest,leather,,yes
153952,Lightdrinker Boots,https://wow.zamimg.com/images/wow/icons/medium/inv_boots_08.jpg,feet,leather,,yes
153953,Lightdrinker Gloves,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_05.jpg,hands,leather,,yes
153954,Lightdrinker Hood,https://wow.zamimg.com/images/wow/icons/medium/inv_helmet_145a.jpg,head,leather,,yes
153955,Lightdrinker Britches,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_leather_09.jpg,legs,leather,,yes
153956,Lightdrinker Shoulders,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_74.jpg,shoulder,leather,,yes
153957,Lightdrinker Waistband,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_03.jpg,waist,leather,,yes
153958,Lightdrinker Bindings,https://wow.zamimg.com/images/wow/icons/medium/inv_bracer_76v2.jpg,wrist,leather,,yes
153959,Lightdrinker Dagger,https://wow.zamimg.com/images/wow/icons/medium/inv_knife_1h_undeadrogue_c_01.jpg,main_hand,,,yes
153960,Lightdrinker Shiv,https://wow.zamimg.com/images/wow/icons/medium/inv_knife_1h_undeadrogue_c_01.jpg,main_hand,,,yes
153961,Lightdrinker Sword,https://wow.zamimg.com/images/wow/icons/medium/inv_sword_98.jpg,main_hand,,,yes
153962,Streamtalker Cloak of Rage,https://wow.zamimg.com/images/wow/icons/medium/inv_cape_panprog_b_02.jpg,back,,,yes
153963,Streamtalker Choker,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_necklace_71.jpg,neck,,,yes
153964,Streamtalker Idol of Rage,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_trinketpanda_03.jpg,trinket_1,,,yes
153965,Streamtalker Band of Onslaught,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_122.jpg,ring_1,,,yes
153966,Streamtalker Ring of Onslaught,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_128.jpg,ring_1,,,yes
153967,Streamtalker Stone of Rage,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_trinketpanda_01.jpg,trinket_1,,,yes
153968,Streamtalker Medallion,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_necklace_66.jpg,neck,,,yes
153969,Streamtalker Idol of Destruction,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_trinketpanda_03.jpg,trinket_1,,,yes
153970,Streamtalker Ring of Destruction,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_128.jpg,ring_1,,,yes
153971,Streamtalker Band of Destruction,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_122.jpg,ring_1,,,yes
153972,Streamtalker Stone of Destruction,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_trinketpanda_01.jpg,trinket_1,,,yes
153973,Streamtalker Claws,https://wow.zamimg.com/images/wow/icons/medium/inv_hand_1h_taurenshaman_c_01.jpg,main_hand,,,yes
153974,Streamtalker Tunic,https://wow.zamimg.com/images/wow/icons/medium/inv_chest_chain_17.jpg,chest,mail,,yes
153975,Streamtalker Boots,https://wow.zamimg.com/images/wow/icons/medium/inv_boots_chain_07.jpg,feet,mail,,yes
153976,Streamtalker Gloves,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_50.jpg,hands,mail,,yes
153977,Streamtalker Coif,https://wow.zamimg.com/images/wow/icons/medium/inv_helmet_13.jpg,head,mail,,yes
153978,Streamtalker Legwraps,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_mail_40v2.jpg,legs,mail,,yes
153979,Streamtalker Aegis,https://wow.zamimg.com/images/wow/icons/medium/inv_shield_pvp400_c_01.jpg,off_hand,,,yes
153980,Streamtalker Pauldrons,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_77.jpg,shoulder,mail,,yes
153981,Streamtalker Belt,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_plate_pvppaladin_f_01bronze.jpg,waist,mail,,yes
153982,Streamtalker Armbands,https://wow.zamimg.com/images/wow/icons/medium/inv_bracer_08.jpg,wrist,mail,,yes
153984,Streamtalker Chestguard,https://wow.zamimg.com/images/wow/icons/medium/inv_chest_chain_17.jpg,chest,mail,,yes
153985,Streamtalker Greaves,https://wow.zamimg.com/images/wow/icons/medium/inv_boots_chain_07.jpg,feet,mail,,yes
153986,Streamtalker Handguards,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_50.jpg,hands,mail,,yes
153987,Streamtalker Helm,https://wow.zamimg.com/images/wow/icons/medium/inv_helmet_13.jpg,head,mail,,yes
153988,Streamtalker Legguards,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_mail_40v2.jpg,legs,mail,,yes
153989,Streamtalker Shoulderguards,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_77.jpg,shoulder,mail,,yes
153990,Streamtalker Waistguard,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_plate_pvppaladin_f_01bronze.jpg,waist,mail,,yes
153991,Streamtalker Armguard,https://wow.zamimg.com/images/wow/icons/medium/inv_bracer_08.jpg,wrist,mail,,yes
153992,Streamtalker Cloak of Wisdom,https://wow.zamimg.com/images/wow/icons/medium/inv_cape_panprog_b_01.jpg,back,,,yes
153993,Streamtalker Necklace,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_necklace_72.jpg,neck,,,yes
153994,Streamtalker Idol of Wisdom,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_trinketpanda_02.jpg,trinket_1,,,yes
153995,Streamtalker Ring of Wisdom,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_128.jpg,ring_1,,,yes
153996,Streamtalker Band of Wisdom,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_122.jpg,ring_1,,,yes
153997,Streamtalker Stone of Wisdom,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_trinketpanda_04.jpg,trinket_1,,,yes
153998,Streamtalker Cloak of Destruction,https://wow.zamimg.com/images/wow/icons/medium/inv_cape_panprog_b_02.jpg,back,,,yes
154000,Streamtalker Vest,https://wow.zamimg.com/images/wow/icons/medium/inv_chest_chain_17.jpg,chest,mail,,yes
154001,Streamtalker Sabatons,https://wow.zamimg.com/images/wow/icons/medium/inv_boots_chain_07.jpg,feet,mail,,yes
154002,Streamtalker Grips,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_50.jpg,hands,mail,,yes
154003,Streamtalker Cowl,https://wow.zamimg.com/images/wow/icons/medium/inv_helmet_13.jpg,head,mail,,yes
154004,Streamtalker Leggings,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_mail_40v2.jpg,legs,mail,,yes
154006,Streamtalker Spaulders,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_77.jpg,shoulder,mail,,yes
154007,Streamtalker Girdle,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_plate_pvppaladin_f_01bronze.jpg,waist,mail,,yes
154008,Streamtalker Bracers,https://wow.zamimg.com/images/wow/icons/medium/inv_bracer_08.jpg,wrist,mail,,yes
154009,Felsoul Medallion,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_necklace_66.jpg,neck,,,yes
154010,Felsoul Idol of Destruction,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_trinketpanda_03.jpg,trinket_1,,,yes
154011,Felsoul Band of Destruction,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_122.jpg,ring_1,,,yes
154012,Felsoul Ring of Destruction,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_128.jpg,ring_1,,,yes
154013,Felsoul Stone of Destruction,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_trinketpanda_01.jpg,trinket_1,,,yes
154014,Felsoul Sandals,https://wow.zamimg.com/images/wow/icons/medium/inv_boots_cloth_19.jpg,feet,cloth,,yes
154015,Felsoul Handwraps,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_06.jpg,hands,cloth,,yes
154016,Felsoul Cowl,https://wow.zamimg.com/images/wow/icons/medium/inv_helm_cloth_charcreatewarlock_b_01.jpg,head,cloth,,yes
154017,Felsoul Leggings,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_robe_common_c_01v1.jpg,legs,cloth,,yes
154018,Felsoul Robe,https://wow.zamimg.com/images/wow/icons/medium/inv_chest_cloth_17.jpg,chest,cloth,,yes
154019,Felsoul Shoulderpads,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_bone_taurenskull_01.jpg,shoulder,cloth,,yes
154020,Felsoul Cord,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_92v4.jpg,waist,cloth,,yes
154021,Felsoul Wristwraps,https://wow.zamimg.com/images/wow/icons/medium/inv_bracer_82.jpg,wrist,cloth,,yes
154023,Felsoul Cloak of Destruction,https://wow.zamimg.com/images/wow/icons/medium/inv_cape_panprog_b_02.jpg,back,,,yes
154024,Felsoul Staff,https://wow.zamimg.com/images/wow/icons/medium/inv_staff_2h_gnomewarlock_c_01.jpg,main_hand,,,yes
154025,Oathsworn Greataxe,https://wow.zamimg.com/images/wow/icons/medium/inv_axe_82.jpg,main_hand,,,yes
154026,Oathsworn Breastplate,https://wow.zamimg.com/images/wow/icons/medium/inv_chest_plate_23.jpg,chest,plate,,yes
154027,Oathsworn Sabatons,https://wow.zamimg.com/images/wow/icons/medium/inv_boots_plate_02.jpg,feet,plate,,yes
154028,Oathsworn Gauntlets,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_28.jpg,hands,plate,,yes
154029,Oathsworn Helm,https://wow.zamimg.com/images/wow/icons/medium/inv_helmet_130.jpg,head,plate,,yes
154030,Oathsworn Legplates,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_plate_27.jpg,legs,plate,,yes
154031,Oathsworn Pauldrons,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_71.jpg,shoulder,plate,,yes
154032,Oathsworn Girdle,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_21.jpg,waist,plate,,yes
154033,Oathsworn Vambraces,https://wow.zamimg.com/images/wow/icons/medium/inv_bracer_10.jpg,wrist,plate,,yes
154034,Oathsworn Headchopper,https://wow.zamimg.com/images/wow/icons/medium/inv_axe_82.jpg,main_hand,,,yes
154114,Oathsworn Ring of Might,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_128.jpg,ring_1,,,yes
154115,Oathsworn Band of Might,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_122.jpg,ring_1,,,yes
154116,Oathsworn Idol of Battle,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_trinketpanda_03.jpg,trinket_1,,,yes
154117,Oathsworn Stone of Battle,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_trinketpanda_01.jpg,trinket_1,,,yes
154118,Oathsworn Pendant,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_necklace_73.jpg,neck,,,yes
154119,Oathsworn Cloak of Battle,https://wow.zamimg.com/images/wow/icons/medium/inv_cape_panprog_b_02.jpg,back,,,yes
154735,Illidari Shoulders,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_leather_demonhunter_a_01gold.jpg,shoulder,leather,,yes
154736,Illidari Leggings,https://wow.zamimg.com/images/wow/icons/medium/inv_pant_leather_demonhunter_a_01gold.jpg,legs,leather,,yes
154737,Illidari Blindfold,https://wow.zamimg.com/images/wow/icons/medium/inv_leather_demonhunter_blindfold_01.jpg,head,leather,,yes
154738,Illidari Gloves,https://wow.zamimg.com/images/wow/icons/medium/inv_glove_leather_demonhunter_a_01gold.jpg,hands,leather,,yes
154739,Illidari Robe,https://wow.zamimg.com/images/wow/icons/medium/inv_robe_leather_demonhunter_a_01gold.jpg,chest,leather,,yes
154740,Illidari Bracers,https://wow.zamimg.com/images/wow/icons/medium/inv_bracer_leather_demonhunter_a_01gold.jpg,wrist,leather,,yes
154741,Illidari Boots,https://wow.zamimg.com/images/wow/icons/medium/inv_boot_leather_demonhunter_a_01gold.jpg,feet,leather,,yes
154742,Illidari Belt,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_leather_demonhunter_a_01gold.jpg,waist,leather,,yes
154743,Demon Trophy,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_orgrimmarraid_trinket_01.jpg,trinket_1,,,yes
154744,Charm of Demonic Fire,https://wow.zamimg.com/images/wow/icons/medium/inv_trinket_firelands_01.jpg,trinket_1,,,yes
154745,Illidari Band,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_119.jpg,ring_1,,,yes
154746,Illidari Ring,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_37.jpg,ring_1,,,yes
154747,Illidari Chain,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_necklace_16.jpg,neck,,,yes
154748,Illidari Drape,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_cape_18.jpg,back,,,yes
155860,Spymaster's Wrap,https://wow.zamimg.com/images/wow/icons/medium/inv_chest_leather_zandalardungeon_c_01.jpg,chest,leather,,yes
155861,Embellished Ritual Sabatons,https://wow.zamimg.com/images/wow/icons/medium/inv_boot_plate_zandalardungeon_c_01.jpg,feet,plate,,yes
155862,Kragg's Rigging Scalers,https://wow.zamimg.com/images/wow/icons/medium/inv_boot_leather_kultirasdungeon_c_01.jpg,feet,leather,,yes
155864,Power-Assisted Vicegrips,https://wow.zamimg.com/images/wow/icons/medium/inv_glove_plate_zandalardungeon_c_01.jpg,hands,plate,,yes
155866,Soulspun Casque,https://wow.zamimg.com/images/wow/icons/medium/inv_helm_plate_zandalardungeon_c_01.jpg,head,plate,,yes
155868,Kilt of Fanatical Consumption,https://wow.zamimg.com/images/wow/icons/medium/inv_pant_mail_zandalardungeon_c_01.jpg,legs,mail,,yes
155869,Shambling Berserker's Leggings,https://wow.zamimg.com/images/wow/icons/medium/inv_pant_leather_zandalardungeon_c_01.jpg,legs,leather,,yes
155881,Harlan's Loaded Dice,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_dice_02.jpg,trinket_1,,,yes
155884,Parrotfeather Cloak,https://wow.zamimg.com/images/wow/icons/medium/inv_cape_leather_kultirasdungeon_c_01.jpg,back,,,yes
155885,Sea-Brawler's Greathelm,https://wow.zamimg.com/images/wow/icons/medium/inv_helm_plate_kultirasdungeon_c_01.jpg,head,plate,,yes
155886,Smartly Plumed Cap,https://wow.zamimg.com/images/wow/icons/medium/inv_helm_cloth_kultirasdungeon_c_01.jpg,head,cloth,,yes
155887,Sweete's Jeweled Headgear,https://wow.zamimg.com/images/wow/icons/medium/inv_helm_mail_kultirasdungeon_c_01.jpg,head,mail,,yes
